Time,Open,High,Low,Close,Change,Volume,Open Interest
09/07/18,7454.75,7494.75,7393,7438.5,-19.00,594388,0
09/06/18,7530.00,7544.5,7407.75,7457.5,-74.25,650890,251792
09/05/18,7642.25,7643.25,7503.25,7531.75,-107,517885,255872
09/04/18,7670,7693.75,7586.75,7638.75,-22.5,470667,261192
08/31/18,7641.75,7682.25,7633.25,7661.25,12.25,346901,262609
08/30/18,7672.75,7697,7626.25,7649,-19.75,390929,254487
08/29/18,7581,7674.5,7581,7668.75,90.75,311623,251215
08/28/18,7568.25,7597.25,7564.25,7578,10,273330,242080
08/27/18,7499,7569,7498.75,7568,72.25,280533,244195
08/24/18,7427,7499.5,7422.75,7495.75,71.25,278682,243316
08/23/18,7433.5,7475,7411.25,7424.5,-8.75,356371,238721
08/22/18,7374.25,7444.75,7352,7433.25,35.75,309493,240277
08/21/18,7381.25,7452.25,7369,7397.5,10.5,320662,235654
08/20/18,7390.5,7420.75,7351.5,7387,-0.75,286070,233351
08/17/18,7382.5,7407,7321.75,7387.75,-1.25,366862,236105
08/16/18,7380,7434.5,7363.25,7389,15,348395,235857
08/15/18,7460.5,7464.75,7316.5,7374,-83.75,521164,233551
08/14/18,7420.5,7465,7397,7457.75,40.75,305390,235148
08/13/18,7425.5,7479,7378.25,7417,-10,377939,234929
08/10/18,7472.25,7472.75,7390.75,7427,-48.5,389778,238531
08/09/18,7463.5,7505.5,7458.75,7475.5,4,236834,243418
08/08/18,7478.25,7496,7442.5,7471.5,-5.75,250480,243534
08/07/18,7442.5,7486.75,7440.25,7477.25,33.25,260630,242818
08/06/18,7404.25,7449.75,7387.5,7444,42,250166,241785
08/03/18,7392,7415,7362.25,7402,16.25,298355,241012
08/02/18,7284.25,7395.25,7214.25,7385.75,108.75,441069,245525
08/01/18,7293,7303.75,7241,7277,32.25,370601,239187
07/31/18,7210,7298,7189.25,7244.75,44.25,430194,237623
07/30/18,7293,7309.25,7166.75,7200.5,-100.75,497537,238372
07/27/18,7429.5,7467,7263.5,7301.25,-129.5,534684,231822
07/26/18,7412.25,7450,7361,7430.75,-38.75,392494,236030
07/25/18,7410.5,7530,7397,7469.5,53.25,351372,240539
07/24/18,7420.25,7489.75,7386.75,7416.25,-14.25,406774,237642
07/23/18,7368,7432.75,7311.5,7430.5,70.5,287213,236780
07/20/18,7380.25,7413.75,7350.75,7360,-7.75,302839,242868
07/19/18,7400,7416,7354.75,7367.75,-36.75,321505,244643
07/18/18,7424.25,7437.75,7381.5,7404.5,-17.25,267804,243337
07/17/18,7320,7436,7292.5,7421.75,96.75,343273,246833
07/16/18,7399.5,7413.75,7316,7325,-68,246001,242936
07/13/18,7382,7414.25,7367,7393,10.25,279818,243256
07/12/18,7259.75,7387,7249.5,7382.75,129,304341,248696
07/11/18,7263.5,7290,7204.5,7253.75,-47.75,373366,246319
07/10/18,7300.75,7335.5,7259.5,7301.5,1.25,286748,241382
07/09/18,7232.5,7303.5,7232.25,7300.25,66.75,269931,240970
07/06/18,7118.75,7237.75,7101.25,7233.5,107.75,320304,244267
07/05/18,7023,7128,7015,7125.75,102,378283,241059
07/03/18,7113.75,7165,7022.25,7023.75,-92.75,300232,240439
07/02/18,7068.25,7119.75,6987.5,7116.5,49.75,379570,241881
06/29/18,7055.25,7123.75,7045,7066.75,6.25,396079,232970
06/28/18,6998.75,7076.5,6956,7060.5,62.25,483220,234987
06/27/18,7098.25,7151.5,6988,6998.25,-105.75,546252,233717
06/26/18,7064.25,7130,7040.5,7104,30.5,399009,233643
06/25/18,7222.75,7222.75,6995.5,7073.5,-149.25,598963,230018
06/22/18,7228,7274,7198.25,7222.75,-15,322915,225998
06/21/18,7315.25,7358.5,7226.25,7237.75,-75.5,424012,225412
06/20/18,7253.75,7336.5,7226.75,7313.25,61,320649,221056
06/19/18,7275,7279,7157.5,7252.25,-23.75,450281,224232
06/18/18,7276,7289.25,7208.75,7276,-5.5,291954,221680
06/15/18,7310.25,7318.75,7245,7281.5,-29.75,364647,218743
06/14/18,7232.25,7321,7205.25,7311.25,80.25,335148,215339
06/13/18,7241.75,7290,7219.25,7231,4.75,354039,201462
06/12/18,7192.5,7244.75,7181,7226.25,30.25,276477,181887
06/11/18,7168.75,7214.75,7145.75,7196,19.5,277093,148285
06/08/18,7184.75,7187.75,7101.5,7176.5,-8.25,239658,80887
06/07/18,7242.25,7258,7140.5,7184.75,-54.25,68276,44131
06/06/18,7206.25,7247,7166.25,7239,35.75,12897,21147
06/05/18,7170,7210.5,7161.75,7203.25,30,3983,18798
06/04/18,7106.25,7176,7097,7173.25,65.25,3200,18042
06/01/18,7003.25,7114.25,7003.25,7108,106.5,4452,16877
05/31/18,7002,7049.5,6983.5,7001.5,-10.5,1876,14844
05/30/18,6970,7018.5,6944,7012,42.75,1331,14224
05/29/18,7002.5,7031,6916.5,6969.25,-15.75,1960,13754
05/25/18,6983.75,7027,6968.75,6985,2.75,475,13232
05/24/18,6981.5,6998.25,6910.5,6982.25,0.25,804,13177
05/23/18,6931.5,6985.5,6855.5,6982,47.75,1094,13063
05/22/18,6936,6978.75,6915.75,6934.25,-6.5,2926,12945
05/21/18,6918,6981.75,6908.5,6940.75,41.75,769,10857
05/18/18,6937.5,6959.75,6889,6899,-32,757,10810
05/17/18,6961,6985.5,6902,6931,-31.25,906,10842
05/16/18,6912.5,6976.5,6901.75,6962.25,47,559,10850
05/15/18,6998.5,7000.75,6880,6915.25,-83.75,853,10839
05/14/18,6990,7038,6982,6999,14,369,10810
05/11/18,6982.5,7002.5,6954.5,6985,-5,398,10775
05/10/18,6920,6994.75,6916,6990,69.25,484,10744
05/09/18,6850,6926.25,6835,6920.75,75.25,249,10843
05/08/18,6847.5,6861.5,6794.5,6845.5,-5.5,373,10835
05/07/18,6815,6874.5,6798.5,6851,52.25,842,10851
05/04/18,6692,6812,6635,6798.75,110.5,753,10721
05/03/18,6659,6692.5,6563.25,6688.25,31,878,10797
05/02/18,6741.25,6750.75,6650.75,6657.25,-58,540,10864
05/01/18,6633,6760,6603,6715.25,78.75,531,10968
04/30/18,6701.5,6742,6621,6636.5,-57.25,687,11045
04/27/18,6772.5,6794,6650,6693.75,-65.25,1038,11061
04/26/18,6615,6773,6586.5,6759,178.25,1066,11178
04/25/18,6554,6600,6457,6580.75,28.25,1699,11285
04/24/18,6693,6742.5,6494.75,6552.5,-140.5,1184,11179
04/23/18,6741.25,6755.5,6644,6693,-9.75,2214,11009
04/20/18,6806,6815,6674.5,6702.75,-103.5,786,10347
04/19/18,6882.5,6891.5,6782,6806.25,-63.75,536,10358
04/18/18,6871,6892.25,6824.25,6870,14.75,340,10374
04/17/18,6731.5,6871,6726.5,6855.25,117,671,10395
04/16/18,6696,6746.75,6666.75,6738.25,71.5,406,10501
04/13/18,6696.5,6738,6632.25,6666.75,-30,1781,10513
04/12/18,6633,6719.75,6617.5,6696.75,78,849,10593
04/11/18,6650,6688.5,6578,6618.75,-31.5,839,10654
04/10/18,6515.5,6677,6500,6650.25,126.75,2107,10675
04/09/18,6494,6643.5,6488.5,6523.5,42,1806,10679
04/06/18,6633.75,6639,6437,6481.5,-146,1561,10592
04/05/18,6604,6680,6588.25,6627.5,17.5,869,10360
04/04/18,6494.5,6616.75,6338,6610,112,1558,10305
04/03/18,6443.5,6524,6381.5,6498,74.25,1781,9953
04/02/18,6593.25,6617.5,6358.75,6423.75,-203.25,2488,9565
03/29/18,6518,6682,6477,6627,118.5,4019,8535
03/28/18,6570,6613.5,6454.5,6508.5,-84.25,2365,6613
03/27/18,6814.5,6879,6522.5,6592.75,-213,3045,6101
03/26/18,6564,6807.75,6554.5,6805.75,219,1198,4632
03/23/18,6723,6752.5,6551,6586.75,-138.75,2158,4282
03/22/18,6921.5,6946.25,6720,6725.5,-192.25,1818,3429
03/21/18,6947.25,6984,6877.5,6917.75,-34.75,1695,2110
03/20/18,6941.25,6961.75,6899.5,6952.5,3,291,871
03/19/18,7070.5,7073.5,6858,6949.5,-128.5,482,805
03/16/18,7096,7117.5,7068.5,7078,-25.5,107,769
03/15/18,7095,7133,7064.75,7103.5,11,290,773
03/14/18,7103,7146.75,7077.25,7092.5,-24.5,87,719
03/13/18,7206.75,7240.75,7090,7117,-78.75,85,681
03/12/18,7195.25,7214.25,7176.75,7195.75,44.75,39,650
03/09/18,7027.25,7158.5,7027.25,7151,122,43,626
03/08/18,6989.25,7030,6974.5,7029,50,14,614
03/07/18,6940.75,6995,6858.25,6979,16,29,607
03/06/18,6970,6992.5,6930,6963,28.5,16,601
03/05/18,6851,6961.25,6808.5,6934.5,72.75,23,593
03/02/18,6830.5,6877.75,6712.75,6861.75,43,122,583
03/01/18,6911.5,6943.5,6754.75,6818.75,-104.5,388,543
02/28/18,6948.75,7028,6919.25,6923.25,-49,27,364
02/27/18,7049.75,7064,6971.75,6972.25,-82.75,30,353
02/26/18,6958,7058,6946.5,7055,90.5,41,332
02/23/18,6882,6964.5,6882,6964.5,121.75,101,295
02/22/18,6775,6882.5,6755.5,6842.75,30.75,23,231
02/21/18,6837,6926.5,6802.5,6812,-28,20,220
02/20/18,6795.75,6897.75,6775.25,6840,3.5,51,209
02/16/18,6869,6899.75,6823,6836.5,-27,32,194
02/15/18,6780,6865.25,6727.25,6863.5,131.75,28,170
02/14/18,6535,6738,6528,6731.75,124.25,5,166
02/13/18,6596.75,6623.5,6522.75,6607.5,28.75,17,166
02/12/18,6476.25,6612.5,6461.25,6578.75,117.5,42,164
02/09/18,6386.75,6491.5,6220.75,6461.25,97,67,156
02/08/18,6599,6656.75,6360,6364.25,-239.75,97,139
02/07/18,6713.25,6760,6591.75,6604,-97.25,14,132
02/06/18,6500,6716,6328.25,6701.25,219.25,32,130
02/05/18,6780,6862.25,6452.5,6482,-325.25,9,133
02/02/18,6992.5,7000.25,6807.25,6807.25,-142.75,5,134
02/01/18,6956.25,7028.5,6943,6950,-64.25,1,134
01/31/18,7001,7041,6980,7014.25,21.25,5,133
01/30/18,6984.5,7008.75,6961.25,6993,-51,3,129
01/29/18,7044,7082.25,7040.25,7044,-36.75,0,128
01/26/18,7080.75,7080.75,7080.75,7080.75,97.75,0,128
01/25/18,6983,7032,6966.75,6983,-0.25,0,128
01/24/18,7032.5,7055.5,6945.5,6983.25,-34,8,128
01/23/18,7000.25,7032.5,6976,7017.25,43.25,48,126
01/22/18,6905,6982,6884.25,6974,85.75,31,85
01/19/18,6888,6894.25,6853.75,6888.25,32.75,7,55
01/18/18,6859.5,6882.75,6846.25,6855.5,-10.5,22,51
01/17/18,6866,6874.75,6798.75,6866,62.25,1,47
01/16/18,6840.5,6885.5,6785.75,6803.75,-12,7,46
01/12/18,6767,6815.75,6751.5,6815.75,47.75,4,42
01/11/18,6745,6768,6717,6768,49.75,1,38
01/10/18,6698.5,6718.25,6676.25,6718.25,-8.5,4,37
01/09/18,6707.75,6747.25,6707.75,6726.75,5.5,8,34
01/08/18,6691.75,6727,6691.5,6721.25,21,16,28
01/05/18,6700.25,6700.25,6700.25,6700.25,64.5,0,12
01/04/18,6635.75,6648.5,6635.75,6635.75,19,0,12
01/03/18,6616.75,6621,6616.75,6616.75,69.5,1,12
01/02/18,6453.5,6552.75,6439.75,6547.25,106,1,11
12/29/17,6441.25,6496.5,6427.25,6441.25,-37,0,10
12/28/17,6495,6505.5,6478.25,6478.25,-8.75,1,10
12/27/17,6487,6496.75,6486.5,6487,-5,0,10
12/26/17,6492,6492,6478.75,6492,-23.25,0,10
12/22/17,6515.25,6525.25,6510.25,6515.25,-8.75,0,10
12/21/17,6524,6540,6524,6524,2.25,0,10
12/20/17,6502.25,6561.5,6502.25,6521.75,-11.25,1,10
12/19/17,6525,6575,6522.25,6533,-33.5,2,9
12/18/17,6566.5,6566.5,6566.5,6566.5,37.5,3,8
12/15/17,6516,6529,6516,6529,91.5,5,5
12/14/17,6437.5,6464.25,6437.5,6437.5,-8.25,0,0
12/13/17,6445.75,6449.5,6445.75,6445.75,14.25,0,0
12/12/17,6431.5,6431.5,6431.5,6431.5,-13,0,0
12/11/17,6444.5,6444.5,6444.5,6444.5,57.5,0,0
12/08/17,6387,6387,6387,6387,16.75,0,0
12/07/17,6370.25,6370.25,6370.25,6370.25,30,0,0
12/06/17,6340.25,6340.25,6318.25,6340.25,21.5,0,0
12/05/17,6318.75,6365.25,6318.75,6318.75,6.75,0,0
12/04/17,6312,6312,6312,6312,-80.5,0,0
12/01/17,6392.5,6392.5,6358.5,6392.5,-22,0,0
11/30/17,6414.5,6414.5,6414.5,6414.5,64,0,0
11/29/17,6350.5,6350.5,6350.5,6350.5,-114,0,0
11/28/17,6464.5,6464.5,6464.5,6464.5,7,0,0
11/27/17,6457.5,6457.5,6457.5,6457.5,0,0,0
11/24/17,6457.5,6457.5,6457.5,6457.5,23.75,0,0
11/22/17,6433.75,6433.75,6433.75,6433.75,10.25,0,0
11/21/17,6423.5,6423.5,6423.5,6423.5,64,0,0
11/20/17,6359.5,6359.5,6359.5,6359.5,6.75,0,0
11/17/17,6352.75,6352.75,6352.75,6352.75,-27.5,0,0
11/16/17,6380.25,6380.25,6380.25,6380.25,74.75,0,0
11/15/17,6305.5,6305.5,6295.5,6305.5,-27.5,0,0
11/14/17,6333,6333,6327.25,6333,-18.25,0,0
11/13/17,6351.25,6351.25,6351.25,6351.25,3,0,0
11/10/17,6348.25,6348.25,6348.25,6348.25,-5,0,0
11/09/17,6353.25,6353.25,6311.75,6353.25,-26.25,0,0
11/08/17,6379.5,6379.5,6379.5,6379.5,25.25,0,0
11/07/17,6354.25,6354.25,6354.25,6354.25,3.75,0,0
11/06/17,6350.5,6350.5,6350.5,6350.5,23.75,0,0
11/03/17,6326.75,6326.75,6326.75,6326.75,54.75,0,0
11/02/17,6272,6272,6259,6272,-5,0,0
11/01/17,6277,6289.75,6277,6277,-9,0,0
10/31/17,6286,6286,6286,6286,25.25,0,0
10/30/17,6260.75,6260.75,6260.75,6260.75,9.5,0,0
10/27/17,6251.25,6251.25,6251.25,6251.25,130,0,0
10/26/17,6121.25,6121.25,6121.25,6121.25,20.5,0,0
10/25/17,6100.75,6100.75,6079.5,6100.75,-14.75,0,0
10/24/17,6115.5,6115.5,6115.5,6115.5,15,0,0
10/23/17,6100.5,6100.5,6100.5,6100.5,-46.25,0,0
10/20/17,6146.75,6146.75,6146.75,6146.75,13.25,0,0
10/19/17,6133.5,6133.5,6119,6133.5,-21.25,0,0
10/18/17,6154.75,6154.75,6154.75,6154.75,-4.75,0,0
10/17/17,6159.5,6159.5,6159.5,6159.5,3.5,0,0
10/16/17,6156,6156,6156,6156,20.75,0,0
10/13/17,6135.25,6135.25,6135.25,6135.25,25,0,0
10/12/17,6110.25,6110.25,6110.25,6110.25,-8,0,0
10/11/17,6118.25,6118.25,6118.25,6118.25,17.5,0,0
10/10/17,6100.75,6100.75,6100.75,6100.75,0.5,0,0
10/09/17,6100.25,6100.25,6100.25,6100.25,0.5,0,0
10/06/17,6099.75,6099.75,6099.75,6099.75,-1.5,0,0
10/05/17,6101.25,6101.25,6101.25,6101.25,62.25,0,0
10/04/17,6039,6039,6039,6039,6.75,0,0
10/03/17,6032.25,6032.25,6032.25,6032.25,18,0,0
10/02/17,6014.25,6016.5,6014.25,6014.25,-2,0,0
09/29/17,6016.25,6016.25,6016.25,6016.25,44.5,0,0
09/28/17,5971.75,5971.75,5971.75,5971.75,-2.5,0,0
09/27/17,5974.25,5974.25,5974.25,5974.25,48.5,0,0
09/26/17,5925.75,5925.75,5925.75,5925.75,16,0,0
09/25/17,5909.75,5909.75,5907.5,5909.75,-59.5,0,0
09/22/17,5969.25,5969.25,5969.25,5969.25,-10,0,0
09/21/17,5979.25,5979.25,5979.25,5979.25,-33,0,0
09/20/17,6012.25,6012.25,6012.25,6012.25,-18.75,0,0
09/19/17,6031,6031,6031,6031,27,0,0
09/18/17,6004,6004,6004,6004,-8,0,0
09/15/17,6012,6012,6012,6012,25.75,0,0
09/14/17,5986.25,5986.25,5986.25,5986.25,-38.25,0,0
09/13/17,6024.5,6024.5,6024.5,6024.5,4.5,0,0
09/12/17,6020,6020,6020,6020,13.75,0,0
09/11/17,6006.25,6006.25,6006.25,6006.25,66.25,0,0
09/08/17,5940,5940,5940,5940,-53,0,0
09/07/17,5993,5993,5993,5993,15.25,0,0
09/06/17,5977.75,5977.75,5953,5977.75,15.75,0,0
09/05/17,5962,5962,5933.25,5962,-48.75,0,0
09/01/17,6010.75,6010.75,6010.75,6010.75,-2.5,0,0
08/31/17,6013.25,6013.25,6013.25,6013.25,56,0,0
08/30/17,5957.25,5957.25,5957.25,5957.25,65.5,0,0
08/29/17,5891.75,5891.75,5891.75,5891.75,24.25,0,0
08/28/17,5867.5,5867.5,5867.5,5867.5,19.75,0,0
08/25/17,5847.75,5847.75,5847.75,5847.75,-15.5,0,0
08/24/17,5863.25,5863.25,5847.75,5863.25,-7.25,0,0
08/23/17,5870.5,5870.5,5870.5,5870.5,-31,0,0
08/22/17,5901.5,5901.5,5901.5,5901.5,84.5,0,0
08/21/17,5817,5817,5797.5,5817,-7.5,0,0
08/18/17,5824.5,5824.5,5818,5824.5,1.25,0,0
08/17/17,5823.25,5823.25,5823.25,5823.25,-123.25,0,0
08/16/17,5946.5,5946.5,5946.5,5946.5,11.5,0,0
08/15/17,5935,5935,5935,5935,2,0,0
08/14/17,5933,5933,5933,5933,71.75,0,0
08/11/17,5861.25,5861.25,5805.75,5861.25,48.5,0,0
08/10/17,5812.75,5812.75,5810,5812.75,-132.25,0,0
08/09/17,5945,5945,5904.25,5945,4.5,0,0
08/08/17,5940.5,5940.5,5940.5,5940.5,-15.75,0,0
08/07/17,5956.25,5956.25,5956.25,5956.25,35.75,0,0
08/04/17,5920.5,5920.5,5920.5,5920.5,8,0,0
08/03/17,5912.5,5912.5,5912.5,5912.5,-20.5,0,0
08/02/17,5933,5933,5901.25,5933,21.75,0,0
08/01/17,5911.25,5911.25,5911.25,5911.25,6.5,0,0
07/31/17,5904.75,5904.75,5904.75,5904.75,-27.75,0,0
07/28/17,5932.5,5932.5,5896.25,5932.5,0.75,0,0
07/27/17,5931.75,5931.75,5931.75,5931.75,-38.5,0,0
07/26/17,5970.25,5970.25,5970.25,5970.25,14,0,0
07/25/17,5956.25,5956.25,5956.25,5956.25,0.25,0,0
07/24/17,5956,5956,5956,5956,15,0,0
07/21/17,5941,5941,5934.5,5941,-6.75,0,0
07/20/17,5947.75,5947.75,5947.75,5947.75,7.25,0,0
07/19/17,5940.5,5940.5,5940.5,5940.5,35.75,0,0
07/18/17,5904.75,5904.75,5864.5,5904.75,28,0,0
07/17/17,5876.75,5876.75,5876.75,5876.75,11.75,0,0
07/14/17,5865,5865,5865,5865,45.5,0,0
07/13/17,5819.5,5819.5,5819.5,5819.5,12,0,0
07/12/17,5807.5,5807.5,5807.5,5807.5,66,0,0
07/11/17,5741.5,5741.5,5711.25,5741.5,25.75,0,0
07/10/17,5715.75,5715.75,5715.75,5715.75,38.25,0,0
07/07/17,5677.5,5677.5,5677.5,5677.5,59,0,0
07/06/17,5618.5,5618.5,5618.5,5618.5,-55.25,0,0
07/05/17,5673.75,5673.75,5673.75,5673.75,62.5,0,0
07/03/17,5611.25,5611.25,5611.25,5611.25,-63.75,0,0
06/30/17,5675,5675,5675,5675,-0.75,0,0
06/29/17,5675.75,5675.75,5675.75,5675.75,-111.5,0,0
06/28/17,5787.25,5787.25,5787.25,5787.25,87.25,0,0
06/27/17,5700,5700,5700,5700,-102.25,0,0
06/26/17,5802.25,5802.25,5802.25,5802.25,-33.75,0,0
06/23/17,5836,5836,5836,5836,27.5,0,0
06/22/17,5808.5,5808.5,5808.5,5808.5,-9.75,0,0
06/21/17,5818.25,5818.25,5751.5,5818.25,63.25,0,0
06/20/17,5755,5755,5755,5755,-33.25,0,0
06/19/17,5788.25,5788.25,5788.25,5788.25,82.25,0,0
06/16/17,5706,5706,5706,5706,-24.5,0,0
06/15/17,5730.5,5730.5,5730.5,5730.5,-22.75,0,0
