Date,AMARAJABAT,APOLLOTYRE,ASHOKLEY,BAJAJ-AUTO,BHARATFORG,BOSCHLTD,EICHERMOT,EXIDEIND,HEROMOTOCO,MRF,M&M,MARUTI,MOTHERSUMI,TVSMOTOR,TATAMTRDVR,TATAMOTORS
2018-01-08,864.9,283.7,128.45,3275.75,742.4,19998.35,29197.4,225.7,3786.75,72610.5,759.9,9448.95,383.75,767.05,255.2,433.55
2018-01-09,858.85,285.6,130.5,3243.5,732.6,19830.1,28596.95,225.1,3749.45,73025.05,762.45,9383.55,383.2,770.5,256.65,437.55
2018-01-10,854.45,278.05,127.95,3207.4,726.55,19811.15,28097.5,223.4,3736.9,72481.5,759.85,9375.85,378.65,767.45,254.0,433.3
2018-01-11,862.9,279.05,127.05,3193.4,727.45,19954.7,28444.7,223.8,3705.65,72311.95,766.65,9339.8,385.7,755.35,254.1,434.75
2018-01-12,857.55,278.95,128.65,3175.35,730.6,19771.6,28649.75,224.2,3687.35,71970.95,767.5,9459.15,385.9,750.4,252.25,437.1
2018-01-15,864.2,278.7,126.1,3166.0,730.75,19903.65,27981.5,232.1,3628.8,71534.0,759.2,9358.45,383.1,740.45,246.45,432.35
2018-01-16,856.85,271.7,122.3,3160.05,715.2,19859.0,27891.2,228.3,3586.1,70284.55,746.7,9322.05,377.8,722.55,243.7,421.9
2018-01-17,850.6,273.85,124.45,3194.15,735.15,19954.25,28222.85,226.5,3566.85,70420.8,745.35,9313.9,384.1,730.0,245.05,422.95
2018-01-18,832.7,261.85,120.9,3201.2,720.9,19903.7,27954.4,222.25,3593.35,68804.45,759.25,9368.7,378.8,719.95,242.6,418.95
2018-01-19,825.0,264.8,121.05,3210.4,735.75,19976.15,28009.45,221.2,3589.75,69156.0,765.4,9323.95,382.3,715.2,243.7,418.05
2018-01-22,824.45,259.6,121.05,3274.5,739.7,19981.5,27649.8,223.6,3602.95,69677.3,759.6,9310.1,384.4,715.0,239.05,421.9
2018-01-23,819.65,264.85,124.0,3295.95,748.5,19776.0,27071.25,222.5,3630.0,69930.7,769.05,9393.4,386.1,706.15,238.25,418.0
2018-01-24,875.6,267.25,123.3,3341.55,746.35,19730.3,26404.05,232.65,3645.5,68894.5,755.4,9434.95,384.45,706.7,231.0,403.6
2018-01-25,841.8,261.05,122.3,3311.7,721.15,19642.5,26519.4,227.1,3571.2,67543.65,757.8,9278.2,370.15,704.6,227.25,400.3
2018-01-29,807.3,257.6,125.4,3363.9,718.0,19879.2,27453.65,224.95,3641.75,66906.75,764.35,9630.7,369.95,719.5,225.55,399.25
2018-01-30,811.25,258.45,125.75,3358.3,721.1,19495.55,26689.4,225.45,3687.85,68261.55,764.9,9571.55,362.3,713.95,225.1,395.85
2018-01-31,810.1,254.85,126.1,3337.15,717.1,19400.25,26923.6,223.35,3691.45,68113.35,763.05,9509.7,365.8,696.8,224.55,399.5
2018-02-01,808.5,262.35,123.35,3412.95,724.45,19517.85,28047.35,219.75,3732.95,71776.65,798.75,9401.85,362.75,671.2,222.05,393.65
2018-02-02,767.9,249.5,122.3,3241.3,690.8,19474.4,27811.75,211.75,3623.45,69259.4,770.25,8990.6,352.05,645.25,214.2,383.75
2018-02-05,779.85,252.0,129.35,3185.55,714.05,19951.55,27537.95,204.85,3636.4,68615.1,760.5,9080.6,354.6,658.35,218.95,395.8
2018-02-06,763.05,248.25,126.9,3135.1,699.9,19556.1,27579.25,203.35,3541.85,68528.45,751.8,8984.6,356.0,650.4,208.55,375.45
2018-02-07,789.75,261.1,132.9,3135.55,706.3,19244.75,28010.45,204.2,3566.4,68827.45,747.1,8921.8,355.0,648.5,210.65,377.8
2018-02-08,809.65,269.75,134.15,3157.95,761.2,19592.25,28198.0,209.85,3582.2,70171.05,752.2,9030.7,364.0,666.2,210.9,374.85
2018-02-09,800.1,270.8,134.2,3099.25,762.8,19482.6,27747.95,208.25,3546.1,70013.8,750.05,8936.1,359.95,664.8,207.1,368.75
2018-02-12,848.55,274.9,133.3,3154.1,776.35,19545.85,27901.4,213.05,3611.9,71640.9,746.0,9117.85,364.45,661.25,208.2,371.8
2018-02-14,839.1,274.0,137.4,3109.75,763.8,19515.1,28027.6,212.5,3596.05,72329.2,746.95,9001.6,357.25,654.0,212.35,376.85
2018-02-15,825.05,272.75,137.25,3143.5,752.1,19502.45,28340.45,214.3,3527.25,72156.25,749.35,9020.25,341.2,656.1,212.8,375.8
2018-02-16,815.75,261.3,133.95,3103.9,742.25,19553.6,27328.15,211.45,3494.2,71162.55,743.75,8836.95,326.75,654.7,208.2,370.75
2018-02-19,803.65,254.55,132.2,3030.6,737.4,19427.45,27089.5,209.8,3465.7,70624.0,724.65,8724.85,327.4,652.65,204.3,368.75
2018-02-20,806.4,264.7,133.4,3049.85,738.8,19398.05,26916.4,210.95,3477.45,70825.5,709.0,8722.65,325.8,650.8,205.35,369.3
2018-02-21,795.25,262.15,132.35,3012.6,757.55,19160.05,27365.75,211.0,3490.75,71787.05,708.4,8782.75,314.1,637.25,204.05,364.45
2018-02-22,795.55,262.95,132.35,2974.3,756.2,18889.7,26868.5,206.75,3481.2,70107.8,721.95,8634.05,310.65,631.4,201.95,358.5
2018-02-23,814.15,268.85,134.4,2986.4,750.0,18920.6,26724.4,210.05,3494.7,72473.4,718.65,8698.8,318.9,667.85,203.75,360.2
2018-02-26,817.3,268.45,136.8,3008.7,767.6,19119.15,27185.95,210.8,3537.85,72690.8,735.4,9005.35,327.95,680.85,209.05,372.05
2018-02-27,815.75,264.65,137.7,3034.7,772.5,19017.85,27154.65,209.1,3585.5,72665.8,739.8,8891.2,327.2,677.0,208.8,372.55
2018-02-28,822.25,274.55,141.5,3020.6,789.85,18687.3,27437.75,207.4,3596.7,73391.6,728.35,8850.95,330.0,680.95,206.9,369.9
2018-03-01,812.45,265.7,140.95,3020.9,784.0,18707.5,27742.35,209.6,3576.9,72683.65,732.55,8873.45,319.9,677.4,207.45,370.75
2018-03-05,803.55,259.15,140.15,2943.55,763.05,18348.0,27548.35,206.9,3556.45,72324.65,739.6,8795.1,309.9,665.75,199.7,352.05
2018-03-06,798.7,258.55,139.85,2899.2,762.0,18159.75,27488.45,208.1,3561.9,71475.85,719.9,8616.5,307.2,644.4,196.15,346.5
2018-03-07,772.85,254.95,141.25,2903.9,741.85,17848.25,27528.15,205.25,3554.4,70249.2,707.8,8679.1,309.2,633.75,194.25,347.8
2018-03-08,794.05,260.0,144.15,2923.9,748.45,18094.8,27711.85,209.15,3586.7,70204.4,726.65,8729.35,316.25,646.5,194.9,345.15
2018-03-09,793.7,260.0,147.0,2935.4,747.8,18203.55,27963.85,210.0,3586.35,70781.65,728.5,8660.6,317.15,646.15,192.75,341.5
2018-03-12,813.55,262.15,145.4,2957.75,735.6,18247.45,28316.9,213.1,3694.5,71094.2,737.1,8810.3,319.2,650.1,197.65,352.6
2018-03-13,801.95,264.55,149.9,2971.75,737.75,18487.9,28849.35,214.5,3701.2,71717.3,733.0,8756.05,318.8,641.6,197.1,353.15
2018-03-14,804.9,267.0,149.7,2950.55,740.65,18284.3,28846.65,214.6,3639.35,71281.65,728.2,8846.3,320.15,642.45,197.35,354.05
2018-03-15,793.75,266.45,150.55,2948.75,738.6,18025.2,28695.55,217.55,3640.8,71737.95,734.85,8837.55,314.05,643.65,196.15,353.1
2018-03-16,782.5,265.65,147.15,2910.45,736.6,17921.7,28079.15,213.65,3546.1,70211.65,740.75,8676.55,307.45,631.8,189.45,339.75
2018-03-19,775.2,261.25,145.7,2849.45,709.25,17515.05,27403.05,210.2,3515.3,70074.85,742.7,8773.5,306.65,614.3,188.9,335.7
2018-03-20,784.3,263.25,146.0,2873.0,707.75,17876.75,28360.45,212.3,3513.8,69593.05,740.95,8802.4,304.9,622.75,190.0,338.8
2018-03-21,791.15,263.05,147.5,2851.8,703.55,17585.65,27980.85,216.9,3463.6,69966.45,745.35,8874.65,308.85,615.6,188.45,333.85
2018-03-22,778.2,260.2,142.0,2834.95,698.65,17350.2,28030.5,217.4,3452.3,69489.3,730.85,8696.55,310.95,606.0,190.55,338.2
2018-03-23,770.0,256.05,142.05,2789.95,690.3,17361.8,27896.1,216.2,3413.75,69236.9,732.9,8607.25,306.15,606.35,186.9,330.85
2018-03-26,784.25,267.65,144.4,2848.65,699.1,17291.6,27873.05,222.65,3481.7,69961.75,746.5,8765.3,315.8,619.2,185.95,332.35
2018-03-27,794.15,274.8,144.95,2798.3,705.1,17687.8,28424.1,220.95,3464.7,72656.05,744.9,8852.3,315.2,617.05,185.85,331.15
2018-03-28,795.0,277.05,145.45,2744.7,699.65,18017.55,28372.65,222.85,3542.8,72513.25,738.9,8861.1,310.95,619.3,183.3,326.85
2018-04-02,810.6,277.4,148.1,2808.95,721.0,18515.0,28288.75,228.8,3646.0,73122.45,748.05,9008.2,323.4,660.45,189.45,339.15
2018-04-03,811.8,285.6,147.75,2792.0,717.5,19063.45,27990.0,232.95,3644.95,75502.4,770.1,9026.45,332.35,648.2,193.95,343.1
2018-04-04,798.45,282.15,145.85,2766.0,716.45,19685.45,28934.25,230.95,3667.15,74734.2,756.55,9013.5,333.2,646.05,199.2,355.6
2018-04-05,803.5,292.5,147.0,2808.15,726.9,19538.9,29677.75,236.15,3782.15,77012.55,774.6,9132.6,338.85,649.1,205.8,362.2
2018-04-06,801.6,294.1,146.45,2786.4,729.15,19916.75,29799.15,239.0,3779.45,77137.25,771.95,9206.2,343.9,645.45,206.55,364.1
2018-04-09,803.05,293.2,146.35,2772.45,723.8,19962.1,29805.75,238.3,3798.7,77243.9,786.2,9292.65,346.25,647.6,201.95,358.3
2018-04-10,812.8,290.7,145.3,2766.45,731.0,19747.95,29972.05,235.7,3718.3,76831.1,777.6,9273.45,340.2,640.5,198.85,353.25
2018-04-11,817.8,286.75,144.8,2755.55,730.65,19889.6,30685.1,241.15,3739.35,76467.6,789.0,9302.5,342.6,629.95,200.75,355.8
2018-04-12,813.0,294.6,145.1,2763.2,730.75,20179.2,30681.55,237.25,3749.45,77613.7,787.85,9204.45,342.95,641.35,202.15,358.4
2018-04-13,813.1,296.25,149.4,2786.2,734.2,19566.05,31353.0,240.45,3725.9,78091.35,789.6,9123.95,338.1,661.8,202.8,357.05
2018-04-16,823.45,300.05,151.0,2838.3,736.15,19552.9,31299.25,243.6,3803.15,78370.5,801.45,9232.0,344.35,675.6,193.6,339.15
2018-04-17,819.6,296.55,149.4,2864.2,738.15,19378.25,31027.6,242.3,3769.0,79771.65,809.35,9160.35,343.3,673.35,192.75,336.45
2018-04-18,848.85,289.45,149.4,2862.05,736.65,19400.8,30873.9,242.8,3737.8,79069.85,798.3,9121.5,342.1,673.55,190.4,334.8
2018-04-19,845.35,292.95,151.1,2857.95,750.8,19549.35,30920.15,244.05,3723.6,79320.0,801.9,9077.65,347.9,674.4,191.2,334.25
2018-04-20,853.45,287.95,155.55,2852.7,762.95,19481.6,31148.7,242.9,3742.7,78110.1,799.5,9025.0,351.1,667.55,190.8,336.0
2018-04-23,860.4,289.1,159.45,2852.15,759.9,19693.1,31065.2,244.85,3718.2,77961.45,824.3,9064.85,351.9,663.45,188.1,334.05
2018-04-24,847.3,288.7,159.05,2886.8,752.35,19661.3,31136.75,241.8,3716.9,77948.4,838.55,9064.65,356.2,662.85,188.15,331.55
2018-04-25,844.35,284.75,164.2,2900.35,762.95,19572.75,30746.95,244.3,3717.2,77496.4,853.85,8934.6,353.45,656.65,185.25,328.6
2018-04-26,839.75,285.95,162.65,2884.95,771.5,19646.85,31205.2,243.4,3761.85,76509.15,858.15,8946.45,353.9,648.95,184.95,330.25
2018-04-27,859.45,292.85,162.0,2947.15,772.2,19574.6,31599.3,248.2,3713.5,80413.25,862.7,8783.35,353.95,666.8,188.75,336.9
2018-04-30,861.4,294.35,164.45,2952.6,774.7,19404.8,31188.6,248.3,3732.25,79933.45,873.3,8814.95,352.7,667.4,191.5,340.4
2018-05-02,886.2,290.2,161.45,2965.95,768.75,19531.6,30522.25,248.55,3664.1,79610.8,863.15,8744.5,351.15,638.6,189.1,336.05
2018-05-03,862.8,286.35,163.75,2975.2,750.2,19449.9,29878.4,248.1,3655.6,77028.15,865.1,8755.95,346.05,638.65,187.0,333.5
2018-05-04,859.45,286.45,163.95,2888.65,733.1,19334.95,29208.4,248.6,3659.75,75721.5,854.3,8678.2,334.5,616.05,187.5,334.4
2018-05-07,886.05,293.9,165.35,2915.3,741.7,19595.2,29766.85,262.3,3648.05,76115.05,885.6,8743.7,345.2,627.7,188.45,335.15
2018-05-08,869.25,289.1,165.55,2892.25,740.4,19024.35,30427.05,267.45,3657.3,75746.75,865.3,8775.2,338.85,625.8,190.05,332.15
2018-05-09,888.45,286.6,162.1,2872.0,728.95,18923.8,30315.65,261.45,3654.4,76019.8,860.1,8718.35,336.2,621.45,197.45,341.95
2018-05-10,871.8,283.6,160.65,2827.5,724.25,18693.55,30647.5,259.65,3646.0,74881.45,856.5,8704.95,335.95,618.7,198.6,333.6
2018-05-11,863.4,280.0,161.85,2815.45,725.6,18658.0,30873.0,261.45,3618.3,74675.5,869.1,8750.3,339.0,626.0,195.3,330.8
2018-05-14,867.0,286.3,155.15,2831.95,734.9,18212.8,30495.25,258.75,3648.3,74737.35,852.65,8707.0,338.45,619.3,190.95,323.6
2018-05-15,859.6,288.05,151.0,2823.65,728.0,18347.75,30772.85,256.95,3649.6,74604.95,847.05,8726.6,333.45,620.2,180.95,310.1
2018-05-16,861.45,294.05,152.7,2811.9,728.2,18121.5,30565.7,255.2,3575.5,74873.4,853.1,8695.6,332.85,611.3,183.8,310.25
2018-05-17,869.1,288.45,154.3,2815.45,725.3,17896.9,30495.95,258.35,3554.55,74559.95,849.0,8697.5,330.45,590.25,185.4,314.9
2018-05-18,831.9,285.95,148.4,2787.5,722.9,17713.05,30086.2,254.25,3561.05,74206.2,836.0,8510.95,325.25,575.0,181.05,304.6
2018-05-21,808.4,276.0,134.3,2720.55,694.25,17621.45,29432.9,246.75,3492.9,73102.1,825.95,8428.5,323.75,564.05,175.35,295.9
2018-05-22,799.0,274.25,140.9,2808.5,680.95,18211.75,29929.55,248.35,3499.9,73873.45,830.2,8560.65,334.5,565.85,177.75,307.7
2018-05-23,782.35,274.9,145.35,2774.95,686.1,18006.45,29392.05,248.6,3482.95,74140.5,831.8,8497.4,319.45,565.9,176.0,309.45
2018-05-24,774.45,272.6,144.5,2732.8,642.5,17757.5,29515.4,243.35,3489.9,73600.7,843.05,8410.75,301.6,542.55,168.65,288.65
2018-05-25,788.55,279.5,145.1,2758.5,666.65,17807.05,30203.45,257.9,3552.85,73866.4,857.7,8548.15,312.05,563.85,172.2,294.15
2018-05-28,789.45,287.05,146.6,2790.15,663.45,18093.8,30682.75,261.4,3599.8,76062.35,849.95,8709.3,318.9,585.55,173.05,296.3
2018-05-29,791.55,280.0,149.55,2796.05,659.15,18556.75,30510.7,257.85,3610.4,76392.25,870.25,8714.9,318.2,595.6,170.35,294.65
2018-05-30,788.65,276.15,149.4,2762.9,665.75,18551.15,30136.3,262.85,3601.45,77087.6,897.95,8588.2,312.25,606.1,166.95,288.9
2018-05-31,798.45,269.3,148.05,2750.3,650.7,18367.5,30780.65,259.7,3544.9,75734.05,922.95,8537.2,310.15,587.35,168.75,282.5
2018-06-01,776.15,266.0,150.85,2896.55,642.6,18292.4,29868.75,255.35,3626.3,74848.9,901.6,8808.85,306.8,596.9,173.55,287.2
2018-06-04,762.2,266.05,146.9,2878.5,636.7,18142.9,29377.65,255.35,3613.6,74480.6,914.5,8749.85,306.55,566.45,171.85,286.65
2018-06-05,773.15,269.05,146.2,2847.55,638.25,17912.45,29236.35,252.9,3610.4,73815.65,901.3,8810.4,307.65,565.55,170.85,284.95
2018-06-06,774.45,273.4,149.05,2885.25,650.15,18958.7,29949.25,257.2,3635.2,74282.5,914.3,8842.35,311.1,565.9,174.85,295.65
2018-06-07,778.8,275.95,147.8,2888.6,655.1,18620.2,29712.4,256.3,3651.5,75427.45,920.3,8911.25,313.1,574.75,179.8,305.4
2018-06-08,786.3,275.25,145.0,2874.05,652.45,18450.25,29513.0,258.45,3635.15,75929.0,911.65,8932.45,310.05,582.8,186.35,309.95
2018-06-11,774.0,275.2,142.2,2881.1,647.5,18216.65,29677.0,252.65,3612.3,76407.6,916.85,9022.65,310.05,583.75,185.45,309.75
2018-06-12,777.75,275.3,144.15,2887.25,651.95,18018.2,29208.4,252.55,3687.85,75580.7,917.6,9016.75,311.7,582.05,184.9,307.8
2018-06-13,774.2,275.1,142.65,2907.95,656.55,17965.6,29448.6,253.7,3696.8,75048.05,917.65,8967.35,309.4,578.1,185.05,308.4
2018-06-14,770.55,275.1,144.95,2890.7,646.2,18236.15,29536.7,251.7,3695.6,75349.6,922.05,8958.0,313.7,584.2,182.95,305.9
2018-06-15,773.2,268.7,142.25,2877.15,643.15,18191.1,29573.75,251.05,3693.7,75351.15,909.45,8951.6,307.95,582.9,180.25,302.95
2018-06-18,762.55,271.4,138.9,2895.3,638.55,17966.55,30135.3,252.0,3666.15,74359.8,913.9,8973.45,302.3,596.9,183.8,308.8
2018-06-19,762.55,268.5,136.5,2849.8,633.15,17858.95,29949.65,249.05,3652.75,74849.8,891.4,8862.6,309.25,584.65,180.7,305.05
2018-06-20,766.65,271.1,137.0,2869.65,630.85,17750.5,29805.3,253.6,3655.8,74877.65,904.4,8948.3,307.35,585.05,181.25,305.6
2018-06-21,760.1,274.25,135.1,2830.1,607.45,17985.6,29424.9,252.0,3635.2,74771.65,883.6,8863.05,306.65,583.2,180.45,307.0
2018-06-22,764.85,272.75,136.4,2832.2,613.1,17959.25,29140.65,251.25,3637.65,75703.4,908.2,8874.9,303.75,582.65,181.85,308.0
2018-06-25,740.65,268.25,132.0,2801.3,605.4,17909.95,29440.0,250.8,3586.85,75186.7,905.6,8793.0,287.7,597.55,168.8,289.4
2018-06-26,747.25,265.8,132.6,2811.95,609.5,17688.55,29035.45,251.95,3566.85,74972.75,898.0,8931.35,281.6,585.45,165.85,276.85
2018-06-27,744.3,259.75,129.35,2765.45,604.35,17225.3,28371.85,247.95,3538.0,74037.55,892.65,8898.3,276.95,570.25,161.85,271.05
2018-06-28,728.1,254.65,124.1,2716.0,604.4,17267.95,28425.55,248.6,3516.05,72933.05,907.75,8771.3,281.5,557.7,157.4,263.35
2018-06-29,726.15,254.0,125.8,2810.3,612.7,17509.95,28590.45,258.3,3473.5,74974.45,897.7,8825.6,284.7,552.85,158.65,269.3
2018-07-02,746.35,252.4,127.3,2835.15,611.05,17440.65,28187.65,257.4,3415.4,75197.8,886.65,8821.05,286.9,556.15,158.7,266.7
2018-07-03,762.35,251.65,129.5,2862.4,620.4,17488.7,28079.0,262.35,3447.65,75459.2,894.2,8975.15,292.55,561.15,157.6,269.45
2018-07-04,777.0,253.3,127.85,2979.05,636.75,17508.8,28238.0,262.35,3458.8,75896.95,900.1,9220.8,295.5,581.4,157.35,267.05
2018-07-05,773.45,252.05,125.0,2966.95,615.2,18084.25,27888.0,260.8,3505.75,75477.4,912.35,9347.05,293.9,570.5,153.25,261.55
2018-07-06,776.6,261.5,132.3,3020.1,632.35,17769.9,27626.3,262.8,3637.1,75097.15,924.95,9317.5,298.0,576.8,156.9,270.85
2018-07-09,784.45,262.1,130.9,3018.15,651.5,18038.6,27632.5,268.1,3611.5,75505.0,932.75,9374.9,302.55,588.55,157.65,273.5
2018-07-10,820.75,266.7,133.95,3093.95,644.05,17842.05,28289.0,273.05,3583.5,75943.9,930.55,9531.0,306.65,584.9,158.05,275.45
2018-07-11,820.55,264.8,133.15,3161.6,636.1,17606.15,28160.5,268.55,3536.6,76153.8,931.0,9384.7,292.5,580.7,154.8,267.8
2018-07-12,831.7,265.75,133.95,3096.7,621.0,17446.0,27995.35,266.65,3498.85,77611.2,915.8,9347.0,289.9,578.5,151.9,266.1
2018-07-13,805.05,269.0,132.5,3138.65,605.8,17625.8,27529.15,264.95,3455.9,77059.75,906.7,9431.05,288.2,584.4,150.2,263.6
2018-07-16,778.6,268.25,125.7,3101.85,590.9,17368.85,27424.3,262.45,3426.0,74332.0,900.35,9385.3,283.75,570.2,142.75,252.1
2018-07-17,784.45,277.25,128.55,3094.2,616.3,17414.05,27153.7,267.3,3488.6,74608.95,922.45,9445.4,285.05,573.3,143.2,257.95
2018-07-18,776.6,272.0,110.55,3107.8,595.25,17652.45,27222.55,263.25,3506.15,73852.35,902.45,9366.8,283.85,569.15,138.35,251.85
2018-07-19,762.4,279.75,105.7,3115.0,582.95,17701.7,26980.65,261.9,3451.1,74475.3,913.0,9389.1,282.1,563.05,139.9,252.5
2018-07-20,762.75,280.3,107.45,2839.6,587.15,17592.9,27048.1,265.85,3376.95,76812.45,909.75,9398.95,298.45,564.9,140.85,253.4
2018-07-23,790.1,275.9,109.1,2684.15,603.55,17993.65,27023.45,269.95,3165.45,77782.5,910.4,9701.0,293.3,542.05,141.75,258.75
2018-07-24,799.55,274.35,112.75,2648.65,606.35,18729.85,27697.8,270.4,3108.25,77627.9,920.4,9832.45,297.95,552.75,143.0,258.8
2018-07-25,790.2,276.85,110.15,2638.6,621.35,19044.0,27288.3,273.6,3110.05,78208.75,910.1,9758.95,299.2,540.35,141.2,257.85
2018-07-26,792.7,286.85,112.05,2618.5,629.35,18700.35,28265.65,273.15,3136.75,78644.75,913.6,9396.25,309.05,522.35,142.9,258.25
2018-07-27,792.35,290.4,112.85,2686.75,630.75,18638.55,28946.2,273.5,3203.95,80860.45,909.85,9310.4,318.7,525.3,149.2,268.15
2018-07-30,805.5,289.45,113.0,2673.15,626.85,18609.75,28594.65,275.35,3209.95,79931.4,933.25,9381.9,324.9,513.5,146.8,267.5
2018-07-31,823.85,292.8,112.8,2700.05,640.65,18720.7,27798.55,279.75,3294.45,79490.35,935.95,9520.55,322.1,516.6,143.9,264.1
2018-08-01,822.95,291.6,118.9,2680.9,644.15,18840.1,27298.7,270.65,3280.4,79578.85,929.75,9341.6,314.6,512.45,143.55,265.05
2018-08-02,810.0,286.25,120.25,2678.6,635.7,18646.85,26960.85,271.4,3263.7,78372.95,911.3,9142.4,304.05,512.35,143.5,260.85
2018-08-03,816.3,286.65,118.2,2690.45,645.3,19075.5,26995.7,272.95,3250.55,78477.15,920.65,9187.0,307.8,520.35,142.7,258.45
2018-08-06,832.0,275.9,118.25,2687.9,647.3,18889.35,27037.5,277.4,3297.1,76892.3,932.4,9286.4,314.2,527.8,140.65,254.05
2018-08-07,827.9,276.8,119.55,2686.6,638.05,19091.4,27523.55,285.4,3297.75,77200.2,927.0,9411.5,304.6,549.0,139.85,251.6
2018-08-08,820.8,272.55,125.7,2660.6,639.45,19176.0,27593.15,286.25,3299.05,76650.1,928.3,9207.4,305.4,532.8,141.95,255.15
2018-08-09,822.1,271.3,129.25,2658.6,631.45,19085.0,27438.75,283.2,3281.35,75995.1,933.2,9146.05,304.1,538.45,143.3,257.85
2018-08-10,824.6,264.0,127.55,2629.7,629.45,19370.55,28997.7,291.35,3319.4,74233.95,945.95,9148.25,301.35,534.1,140.0,250.1
2018-08-13,829.45,261.55,125.5,2630.85,608.95,19188.45,28406.6,289.15,3308.2,73253.95,954.5,9080.85,291.55,519.6,136.0,248.7
2018-08-14,847.35,266.95,126.0,2646.4,618.95,19194.8,28992.35,292.1,3266.35,73819.8,950.45,9132.6,297.95,519.4,135.45,248.8
2018-08-16,855.0,263.45,126.2,2667.5,619.2,18788.7,28803.85,290.2,3282.65,73164.7,951.25,9200.55,302.1,519.3,134.5,251.3
2018-08-17,857.5,266.7,128.35,2661.35,630.65,18847.95,28476.15,290.65,3242.3,73747.75,961.5,9152.1,311.9,515.9,135.85,258.25
2018-08-20,891.8,261.85,128.3,2735.35,647.75,18780.95,28382.8,295.25,3304.0,74761.9,969.55,9074.35,315.65,536.95,144.1,270.1
2018-08-21,864.35,262.6,128.7,2728.5,640.85,18890.85,28611.15,295.75,3316.75,74498.95,957.8,9113.3,311.75,541.1,144.7,268.8
2018-08-23,873.75,259.25,132.3,2685.55,652.25,18863.85,28766.9,301.25,3284.75,74573.5,963.1,9223.3,301.9,545.5,140.4,256.9
2018-08-24,864.35,260.7,129.2,2682.25,647.15,18799.6,28869.8,292.9,3212.3,74075.9,968.3,9163.8,300.15,549.55,139.2,255.5
2018-08-27,875.1,263.75,132.85,2697.6,648.55,18716.15,28982.05,292.4,3223.75,74171.9,976.45,9245.25,304.3,563.25,140.3,258.8
2018-08-28,853.1,253.85,132.35,2684.4,654.45,18884.55,28677.95,290.05,3232.75,73316.9,980.5,9427.95,309.15,569.5,139.2,260.0
2018-08-29,861.7,250.5,131.9,2689.1,667.1,20077.8,28188.75,290.1,3246.1,73286.4,983.85,9368.1,310.35,557.6,140.55,261.7
2018-08-30,842.5,250.55,130.85,2701.65,669.0,22005.0,27602.15,284.45,3223.7,73218.8,982.95,9205.8,309.85,565.85,138.2,259.35
2018-08-31,845.9,251.4,129.05,2744.85,679.05,21990.35,28059.75,285.1,3253.8,74026.75,965.3,9096.4,304.1,569.35,142.05,267.5
2018-09-03,845.5,250.3,133.45,2771.9,669.4,21387.2,28885.85,282.95,3242.45,73038.9,947.8,8902.15,304.65,565.5,144.15,266.6
2018-09-04,822.5,241.15,127.85,2735.55,650.15,20920.65,28807.2,274.3,3184.15,71028.9,931.75,8868.5,290.15,558.4,142.85,261.95
2018-09-05,815.55,244.35,127.45,2772.3,663.5,20699.25,29055.0,274.65,3145.4,70352.3,929.4,8896.1,293.05,562.75,142.95,266.5
2018-09-06,798.3,245.95,129.7,2783.1,668.9,21266.6,28844.15,274.7,3164.85,70830.55,934.95,8759.85,290.7,569.7,144.2,269.95
2018-09-07,815.65,247.75,132.0,2923.55,688.7,21403.2,28682.2,279.1,3329.35,71251.95,973.7,8719.2,303.15,589.85,147.75,277.4
2018-09-10,807.4,241.25,129.65,2868.6,667.05,20809.75,28623.05,270.4,3278.3,70506.5,937.35,8639.4,296.25,589.2,146.75,275.7
2018-09-11,785.35,230.75,127.75,2833.7,654.25,20503.25,28069.6,267.65,3184.2,69769.55,943.15,8517.05,291.15,574.05,142.75,267.3
2018-09-12,824.5,230.6,127.85,2867.95,662.3,21049.95,28812.2,269.7,3163.75,69143.35,938.15,8493.95,290.6,578.55,142.4,262.4
2018-09-14,800.95,241.6,131.25,2877.5,668.4,21065.4,29383.75,273.5,3186.65,70244.3,951.9,8626.7,288.4,586.65,143.8,266.6
2018-09-17,783.8,243.55,127.45,2860.65,652.55,20986.1,29663.7,270.9,3127.9,69782.3,950.85,8537.8,287.75,588.45,140.65,260.25
2018-09-18,790.65,238.85,126.4,2773.8,629.5,20726.8,28900.35,268.85,3111.45,68731.35,946.55,8399.15,286.65,592.7,137.95,251.5
2018-09-19,789.65,239.85,125.8,2790.1,639.05,20622.8,28410.5,266.05,3153.95,67783.4,948.9,8210.35,291.55,599.15,136.7,252.6
2018-09-21,752.4,231.2,122.3,2799.2,624.55,19998.4,27940.2,268.05,3175.2,66744.4,959.9,8040.15,275.5,593.4,132.05,250.35
2018-09-24,761.65,226.1,120.35,2759.3,608.05,19705.6,25852.8,265.8,3110.2,64568.0,896.05,7793.05,254.25,574.35,128.05,240.2
2018-09-25,768.0,231.1,121.9,2788.7,616.6,20151.7,25599.7,257.35,3112.6,65780.65,893.0,7999.45,263.95,592.65,127.05,240.8
