Date,CME_YM2,CME_CL18,CME_NQ2,CME_ES2,CME_GC2
2017-06-26,21326.0,46.44,5786.75,2434.0,1246.4
2017-06-27,21249.0,47.21,5684.5,2418.75,1246.9
2017-06-28,21360.0,47.7,5771.75,2436.5,1249.1
2017-06-29,21213.0,47.97,5660.25,2418.0,1249.5
2017-06-30,21261.0,48.9,5659.5,2419.0,1246.0
2017-07-03,21393.0,49.83,5595.75,2423.0,1222.9
2017-07-05,21379.0,48.34,5658.25,2426.0,1225.3
2017-07-06,21240.0,48.48,5603.0,2406.5,1226.9
2017-07-07,21329.0,47.32,5662.0,2420.5,1213.3
2017-07-10,21317.0,47.73,5700.25,2422.5,1216.8
2017-07-11,21324.0,48.18,5726.0,2422.25,1218.3
2017-07-12,21436.0,48.12,5792.0,2438.0,1222.7
2017-07-13,21464.0,48.5,5804.0,2443.5,1220.8
2017-07-14,21551.0,48.98,5849.5,2454.0,1231.0
2017-07-17,21539.0,48.68,5861.25,2456.5,1237.2
2017-07-18,21477.0,48.78,5889.25,2455.5,1245.3
2017-07-19,21552.0,49.32,5925.0,2469.25,1245.3
2017-07-20,21536.0,48.92,5932.25,2469.0,1248.7
2017-07-21,21474.0,48.04,5925.5,2467.25,1257.9
2017-07-24,21455.0,48.49,5940.5,2466.25,1257.6
2017-07-25,21516.0,49.51,5940.75,2472.25,1255.4
2017-07-26,21604.0,49.85,5954.75,2471.5,1252.5
2017-07-27,21699.0,49.91,5916.25,2470.0,1263.2
2017-07-28,21732.0,50.05,5917.0,2468.25,1271.9
2017-07-31,21800.0,50.55,5889.25,2466.0,1270.1
2017-08-01,21862.0,49.97,5895.75,2470.25,1276.1
2017-08-02,21915.0,50.21,5917.5,2471.5,1275.1
2017-08-03,21933.0,49.79,5897.0,2469.75,1271.1
2017-08-04,21975.0,50.24,5905.0,2470.0,1261.3
2017-08-07,22022.0,50.2,5940.75,2475.5,1261.4
2017-08-08,21989.0,49.94,5925.0,2470.75,1259.3
2017-08-09,21977.0,50.17,5929.5,2471.0,1276.0
2017-08-10,21795.0,49.19,5797.25,2435.5,1286.7
2017-08-11,21806.0,49.33,5845.75,2438.25,1290.7
2017-08-14,21909.0,48.47,5917.5,2461.5,1287.0
2017-08-15,21934.0,48.45,5919.5,2461.75,1276.3
2017-08-16,21968.0,47.97,5931.0,2465.5,1279.5
2017-08-17,21691.0,48.12,5807.75,2427.5,1289.1
2017-08-18,21638.0,49.38,5809.0,2424.75,1288.3
2017-08-21,21650.0,48.29,5801.5,2426.0,1293.3
2017-08-22,21845.0,48.96,5886.0,2450.75,1287.6
2017-08-23,21752.0,49.51,5855.0,2439.5,1291.3
2017-08-24,21743.0,48.9,5847.75,2438.75,1288.6
2017-08-25,21765.0,49.22,5832.25,2440.5,1294.5
2017-08-28,21749.0,48.56,5852.0,2441.75,1311.8
2017-08-29,21829.0,49.02,5876.25,2445.0,1315.3
2017-08-30,21826.0,48.52,5941.75,2453.75,1314.1
2017-08-31,21909.0,50.18,5997.75,2468.0,1322.2
2017-09-01,21941.0,50.29,5995.25,2472.25,1330.4
2017-09-05,21722.0,50.69,5946.5,2458.0,1344.5
2017-09-06,21775.0,50.91,5962.25,2463.75,1339.0
2017-09-07,21770.0,50.95,5977.5,2464.75,1350.3
2017-09-08,21778.0,50.06,5924.5,2461.0,1351.2
2017-09-11,22017.0,50.35,5990.75,2485.75,1335.7
2017-09-12,22090.0,50.38,6004.5,2494.25,1332.7
2017-09-13,22112.0,50.8,6009.0,2494.75,1328.0
2017-09-14,22172.0,51.16,5970.75,2494.25,1329.3
2017-09-15,22219.0,51.36,5995.25,2497.25,1325.2
2017-09-18,22268.0,51.02,5997.0,2501.75,1310.8
2017-09-19,22304.0,50.76,6007.25,2504.0,1310.6
2017-09-20,22346.0,51.14,5988.5,2504.5,1316.4
2017-09-21,22299.0,51.15,5955.5,2500.25,1294.8
2017-09-22,22270.0,51.21,5946.0,2498.75,1297.5
2017-09-25,22247.0,51.7,5886.5,2496.5,1311.5
2017-09-26,22234.0,51.6,5902.5,2495.0,1301.7
2017-09-27,22270.0,51.65,5951.0,2503.75,1287.8
2017-09-28,22301.0,51.15,5948.5,2507.25,1288.7
2017-09-29,22323.0,51.16,5993.0,2515.5,1284.8
2017-10-02,22483.0,50.42,5991.0,2526.0,1275.8
2017-10-03,22588.0,50.34,6009.0,2532.5,1274.6
2017-10-04,22591.0,50.36,6015.75,2536.0,1276.8
2017-10-05,22725.0,51.05,6078.0,2550.0,1273.2
2017-10-06,22675.0,49.98,6076.5,2545.5,1274.9
2017-10-09,22694.0,50.24,6077.0,2544.0,1285.0
2017-10-10,22768.0,50.95,6077.5,2548.75,1293.8
2017-10-11,22799.0,51.26,6095.0,2553.25,1288.9
2017-10-12,22785.0,50.86,6087.0,2549.75,1296.5
2017-10-13,22817.0,51.31,6112.0,2553.0,1304.6
2017-10-16,22885.0,51.41,6132.75,2556.5,1303.0
2017-10-17,22937.0,51.11,6136.25,2557.25,1286.2
2017-10-18,23100.0,51.32,6131.5,2560.5,1283.0
2017-10-19,23102.0,50.85,6110.25,2561.0,1290.0
2017-10-20,23263.0,51.02,6123.5,2574.5,1280.5
2017-10-23,23213.0,50.79,6077.25,2563.75,1280.9
2017-10-24,23388.0,51.28,6092.25,2567.5,1278.3
2017-10-25,23289.0,51.23,6077.5,2558.75,1279.0
2017-10-26,23339.0,51.39,6098.0,2561.75,1269.6
2017-10-27,23363.0,51.93,6228.0,2578.5,1271.8
2017-10-30,23279.0,52.01,6237.5,2568.5,1281.9
2017-10-31,23317.0,51.93,6262.75,2573.0,1274.7
2017-11-01,23364.0,51.62,6253.75,2575.0,1281.6
2017-11-02,23436.0,51.79,6248.75,2577.0,1282.4
2017-11-03,23441.0,52.41,6303.5,2583.0,1273.4
2017-11-06,23477.0,53.33,6327.25,2589.0,1285.9
2017-11-07,23481.0,53.48,6331.0,2587.25,1280.1
2017-11-08,23484.0,53.67,6356.25,2591.5,1288.0
2017-11-09,23409.0,53.87,6330.0,2584.25,1291.8
2017-11-10,23375.0,54.04,6325.0,2580.0,1278.5
2017-11-13,23399.0,54.23,6328.0,2582.5,1283.3
2017-11-14,23368.0,53.26,6309.75,2578.5,1287.3
2017-11-15,23254.0,53.01,6282.25,2565.5,1282.1
2017-11-16,23417.0,52.76,6357.0,2585.75,1282.6
2017-11-17,23307.0,53.32,6329.5,2577.0,1300.9
2017-11-20,23389.0,53.03,6332.0,2583.0,1279.7
2017-11-21,23537.0,52.84,6396.0,2597.5,1286.2
2017-11-22,23481.0,53.36,6406.25,2595.75,1296.8
2017-11-24,23512.0,53.83,6430.0,2602.0,1291.8
2017-11-27,23560.0,53.94,6430.0,2603.25,1298.9
2017-11-28,23811.0,53.95,6437.0,2627.5,1299.2
2017-11-29,23921.0,53.55,6323.0,2627.0,1286.2
2017-11-30,24279.0,53.56,6387.0,2650.0,1276.7
2017-12-01,24245.0,53.93,6364.0,2646.0,1282.3
2017-12-04,24314.0,53.6,6283.5,2640.5,1277.7
2017-12-05,24186.0,53.97,6290.25,2630.5,1264.9
2017-12-06,24170.0,53.21,6311.75,2632.0,1266.1
2017-12-07,24246.0,53.76,6341.75,2642.25,1253.1
2017-12-08,24336.0,54.16,6358.5,2654.0,1248.4
2017-12-11,24419.0,54.37,6416.0,2664.5,1246.9
2017-12-12,24543.0,53.64,6403.0,2667.75,1241.7
2017-12-13,24646.0,52.85,6417.25,2669.0,1248.6
2017-12-14,24557.0,53.41,6409.0,2656.0,1257.1
2017-12-15,24677.0,53.52,6498.5,2682.0,1257.5
2017-12-18,24825.0,53.99,6553.0,2696.0,1265.5
2017-12-19,24792.0,54.37,6519.5,2685.75,1264.2
2017-12-20,24756.0,54.3,6508.25,2683.5,1269.6
2017-12-21,24795.0,54.51,6510.5,2689.5,1270.6
2017-12-22,24780.0,54.83,6501.75,2688.0,1278.8
2017-12-26,24807.0,55.64,6478.5,2689.0,1287.5
2017-12-27,24803.0,55.61,6473.5,2687.25,1291.4
2017-12-28,24810.0,55.72,6464.75,2687.5,1297.2
2017-12-29,24754.0,55.98,6427.75,2678.0,1311.4
2018-01-02,24785.0,56.09,6533.75,2695.0,1318.3
2018-01-03,24893.0,56.53,6603.25,2713.0,1320.8
2018-01-04,25070.0,56.57,6622.25,2726.25,1323.9
2018-01-05,25282.0,56.75,6686.75,2745.25,1324.5
2018-01-08,25268.0,57.1,6707.25,2749.25,1322.7
2018-01-09,25387.0,57.68,6707.25,2755.0,1315.9
2018-01-10,25369.0,57.67,6698.75,2753.25,1321.6
2018-01-11,25574.0,57.77,6748.5,2772.25,1324.7
2018-01-12,25821.0,58.09,6796.25,2791.75,1337.2
2018-01-16,25839.0,57.97,6784.25,2786.0,1339.3
2018-01-17,26124.0,58.2,6846.5,2807.5,1341.4
2018-01-18,25971.0,58.25,6836.0,2800.0,1329.5
2018-01-19,26073.0,57.96,6868.75,2815.0,1335.3
2018-01-22,26226.0,58.16,6954.5,2839.75,1334.3
2018-01-23,26238.0,58.33,6990.75,2844.25,1339.0
2018-01-24,26308.0,58.34,6956.75,2845.25,1358.7
2018-01-25,26409.0,58.52,6956.5,2845.5,1365.2
2018-01-26,26642.0,58.72,7054.25,2879.0,1354.4
2018-01-29,26473.0,58.29,7017.5,2858.25,1342.2
2018-01-30,26094.0,57.58,6966.5,2829.25,1337.2
2018-01-31,26179.0,57.74,6987.75,2830.25,1340.4
2018-02-01,26211.0,58.11,6923.5,2827.0,1345.0
2018-02-02,25462.0,57.26,6780.75,2761.0,1334.6
2018-02-05,23964.0,56.82,6455.5,2611.0,1333.8
2018-02-06,24818.0,56.29,6674.75,2698.0,1326.9
2018-02-07,24752.0,55.19,6577.5,2671.5,1312.2
2018-02-08,23991.0,54.9,6337.75,2596.0,1316.5
2018-02-09,24185.0,53.42,6437.5,2621.75,1313.3
2018-02-12,24605.0,53.56,6554.25,2658.25,1324.0
2018-02-13,24641.0,53.9,6583.0,2664.75,1328.0
2018-02-14,24879.0,54.61,6709.75,2700.5,1355.6
2018-02-15,25250.0,54.54,6839.5,2737.75,1352.9
2018-02-16,25260.0,55.01,6811.25,2739.0,1353.7
2018-02-20,24971.0,55.67,6815.0,2718.25,1328.9
2018-02-21,24801.0,55.51,6785.25,2703.0,1329.8
2018-02-22,25033.0,55.98,6813.75,2715.75,1330.4
2018-02-23,25339.0,56.78,6935.0,2753.25,1327.9
2018-02-26,25786.0,57.23,7026.5,2789.5,1330.3
2018-02-27,25461.0,56.65,6942.75,2752.75,1318.6
2018-02-28,25070.0,55.1,6893.25,2719.5,1317.9
2018-03-01,24650.0,54.76,6787.75,2683.0,1305.2
2018-03-02,24565.0,55.15,6830.25,2694.75,1323.4
2018-03-05,24889.0,56.0,6903.75,2723.0,1319.9
2018-03-06,24877.0,56.04,6933.75,2729.0,1335.2
2018-03-07,24823.0,55.12,6949.75,2728.25,1327.6
2018-03-08,24921.0,54.88,7000.25,2744.25,1321.7
2018-03-09,25360.0,56.09,7124.25,2788.75,1324.0
2018-03-12,25238.0,56.01,7165.75,2789.0,1320.8
2018-03-13,25050.0,55.81,7083.25,2772.75,1327.1
2018-03-14,24788.0,56.08,7058.0,2754.0,1325.6
2018-03-15,24924.0,56.05,7070.5,2755.5,1317.8
2018-03-16,24965.0,56.44,7044.0,2756.0,1312.3
2018-03-19,24739.0,56.13,6949.5,2729.25,1317.8
2018-03-20,24812.0,56.81,6952.5,2730.25,1311.9
2018-03-21,24773.0,57.64,6917.75,2724.75,1321.5
2018-03-22,24008.0,57.41,6725.5,2648.5,1327.4
2018-03-23,23650.0,58.24,6586.75,2602.5,1349.9
2018-03-26,24227.0,58.07,6805.75,2664.5,1355.0
2018-03-27,23890.0,58.22,6592.75,2620.25,1342.0
2018-03-28,23890.0,57.78,6508.5,2612.25,1326.9
2018-03-29,24178.0,57.91,6627.0,2647.75,1324.3
2018-04-02,23583.0,56.64,6423.75,2579.0,1343.9
2018-04-03,24012.0,57.24,6498.0,2617.25,1334.2
2018-04-04,24293.0,57.24,6610.0,2651.0,1337.1
2018-04-05,24496.0,57.61,6627.5,2666.0,1325.5
2018-04-06,23955.0,56.62,6481.5,2610.0,1333.1
2018-04-09,24040.0,57.38,6523.5,2623.0,1337.1
2018-04-10,24374.0,58.14,6650.25,2659.25,1342.9
2018-04-11,24187.0,58.91,6618.75,2645.25,1356.9
2018-04-12,24480.0,58.73,6696.75,2668.25,1338.7
2018-04-13,24359.0,58.94,6666.75,2661.75,1344.7
2018-04-16,24585.0,58.61,6738.25,2686.25,1347.5
2018-04-17,24728.0,58.87,6855.25,2711.25,1346.3
2018-04-18,24753.0,59.64,6870.0,2714.5,1350.2
2018-04-19,24657.0,59.9,6806.25,2698.0,1345.4
2018-04-20,24455.0,60.01,6702.75,2676.5,1334.9
2018-04-23,24433.0,59.93,6693.0,2676.0,1320.6
2018-04-24,24003.0,59.25,6552.5,2639.5,1329.7
2018-04-25,24094.0,59.47,6580.75,2649.25,1319.5
2018-04-26,24330.0,59.59,6759.0,2679.0,1314.6
2018-04-27,24291.0,59.43,6693.75,2675.75,1323.4
2018-04-30,24143.0,59.85,6636.5,2651.5,1319.2
2018-05-01,24084.0,59.15,6715.25,2656.5,1306.8
2018-05-02,23837.0,59.33,6657.25,2631.75,1305.6
2018-05-03,23923.0,59.75,6688.25,2636.0,1312.7
2018-05-04,24240.0,60.97,6798.75,2667.5,1314.7
2018-05-07,24313.0,61.83,6851.0,2674.25,1314.1
2018-05-08,24319.0,60.76,6845.5,2674.25,1313.7
2018-05-09,24515.0,62.34,6920.75,2700.25,1313.0
2018-05-10,24706.0,62.83,6990.0,2722.75,1322.3
2018-05-11,24837.0,62.82,6985.0,2733.5,1320.7
2018-05-14,24899.0,63.16,6999.0,2735.25,1318.2
2018-05-15,24674.0,63.41,6915.25,2713.25,1290.3
2018-05-16,24755.0,63.56,6962.25,2727.5,1291.5
2018-05-17,24725.0,63.79,6931.0,2723.5,1289.4
2018-05-18,24744.0,63.83,6899.0,2717.75,1291.3
2018-05-21,25024.0,64.71,6940.75,2737.75,1290.9
2018-05-22,24868.0,64.58,6934.25,2731.0,1292.0
2018-05-23,24883.0,64.18,6982.0,2735.5,1289.6
2018-05-24,24826.0,63.54,6982.25,2732.0,1304.4
2018-05-25,24753.0,61.61,6985.0,2722.75,1303.7
2018-05-29,24400.0,60.95,6969.25,2696.5,
2018-05-30,24691.0,61.7,7012.0,2729.0,1306.5
2018-05-31,24439.0,61.22,7001.5,2709.75,1304.7
2018-06-01,24651.0,61.19,7108.0,2738.25,1299.3
2018-06-04,24818.0,60.66,7173.25,2749.75,1297.3
2018-06-05,24839.0,60.93,7203.25,2755.5,1302.2
2018-06-06,25156.0,60.73,7239.0,2776.0,1301.4
2018-06-07,25284.0,61.45,7184.75,2776.0,1303.0
2018-06-08,25321.0,61.49,7176.5,2782.5,1302.7
2018-06-11,25348.0,61.77,7196.0,2786.75,1303.2
2018-06-12,25315.0,61.76,7226.25,2788.25,1299.4
2018-06-13,25208.0,62.46,7231.0,2779.0,1301.3
2018-06-14,25210.0,62.03,7311.25,2788.5,1308.3
2018-06-15,25109.0,60.27,7281.5,2784.5,1278.5
2018-06-18,25030.0,60.95,7304.5,2784.0,1280.1
2018-06-19,24727.0,60.54,7280.5,2770.0,1278.6
2018-06-20,24684.0,60.59,7341.5,2776.0,1274.5
2018-06-21,24482.0,59.63,7265.5,2756.25,1270.5
2018-06-22,24611.0,61.4,7250.0,2763.25,1270.7
2018-06-25,24292.0,61.35,7099.0,2725.5,1268.9
2018-06-26,24313.0,62.64,7129.0,2732.0,1259.9
2018-06-27,24144.0,63.25,7023.25,2708.0,1256.1
2018-06-28,24230.0,63.05,7085.0,2722.5,1256.7
2018-06-29,24274.0,63.24,7091.25,2725.0,1260.2
2018-07-02,24295.0,62.26,7141.0,2730.5,1247.1
2018-07-03,24177.0,62.15,7048.0,2716.75,1259.0
2018-07-05,24356.0,62.65,7150.0,2742.25,1264.2
2018-07-06,24466.0,63.12,7258.0,2766.5,1261.4
2018-07-09,24781.0,63.63,7325.75,2791.25,1265.3
2018-07-10,24935.0,63.92,7326.5,2800.5,1261.1
2018-07-11,24694.0,61.2,7278.75,2777.75,1250.0
2018-07-12,24898.0,62.24,7407.25,2802.25,1252.0
2018-07-13,25009.0,62.67,7417.25,2807.0,1246.4
2018-07-16,25048.0,60.5,7350.75,2800.5,1244.8
2018-07-17,25112.0,60.76,7448.25,2815.25,1232.3
2018-07-18,25168.0,61.44,7431.25,2820.0,1232.9
2018-07-19,25065.0,61.56,7394.5,2809.25,1228.7
2018-07-20,25035.0,61.81,7386.25,2804.5,1235.5
2018-07-23,25038.0,62.21,7455.75,2816.0,1229.7
2018-07-24,25218.0,62.61,7441.5,2825.0,1230.0
2018-07-25,25407.0,63.2,7494.5,2845.5,1236.4
2018-07-26,25528.0,63.58,7457.25,2846.5,1230.5
2018-07-27,25421.0,62.96,7326.75,2821.5,1227.8
2018-07-30,25290.0,63.55,7225.5,2807.25,1226.4
2018-07-31,25402.0,62.73,7269.5,2821.25,1228.5
2018-08-01,25296.0,61.6,7301.25,2815.0,1222.4
2018-08-02,25311.0,62.13,7410.0,2832.5,1214.9
2018-08-03,25418.0,62.08,7426.5,2843.75,1218.1
2018-08-06,25476.0,62.52,7468.0,2854.25,1212.6
2018-08-07,25609.0,63.24,7501.5,2864.0,1213.3
2018-08-08,25543.0,61.63,7495.5,2859.5,1216.2
2018-08-09,25499.0,61.83,7499.5,2858.0,1215.1
2018-08-10,25338.0,62.17,7451.25,2840.75,1214.2
2018-08-13,25222.0,61.76,7442.0,2829.5,1194.2
2018-08-14,25299.0,61.88,7483.0,2845.0,1196.1
2018-08-15,25193.0,60.63,7398.75,2825.0,1180.5
2018-08-16,25598.0,61.01,7414.0,2848.75,1179.6
2018-08-17,25680.0,61.22,7412.75,2856.25,1179.8
2018-08-20,25766.0,61.33,7412.0,2862.75,1190.2
2018-08-21,25816.0,61.55,7422.75,2865.75,1195.5
2018-08-22,25725.0,62.85,7458.25,2865.25,1198.7
2018-08-23,25680.0,62.9,7449.75,2862.0,1189.3
2018-08-24,25800.0,63.48,7521.0,2881.0,1208.6
2018-08-27,26085.0,63.6,7593.75,2902.75,1211.2
2018-08-28,26094.0,63.53,7604.0,2903.5,1209.5
2018-08-29,26161.0,64.16,7696.0,2919.0,1206.5
2018-08-30,26027.0,64.67,7676.0,2906.5,1205.0
2018-08-31,26006.0,64.37,7688.5,2906.5,1206.7
2018-09-04,26001.0,64.65,7666.75,2903.0,1199.1
2018-09-05,25989.0,63.99,7559.5,2893.0,1201.3
2018-09-06,26042.0,63.36,7485.5,2883.75,1204.3
2018-09-07,25975.0,63.51,7465.75,2879.25,1200.4
2018-09-10,25923.0,63.72,7487.75,2885.0,1199.8
2018-09-11,26022.0,64.91,7539.25,2894.5,1202.2
2018-09-12,26036.0,65.87,7513.75,2893.5,1210.9
2018-09-13,26184.0,64.73,7593.0,2910.25,1208.2
2018-09-14,26185.0,65.06,7573.5,2911.5,1201.1
2018-09-17,26102.0,65.09,7465.0,2896.0,1205.8
2018-09-18,26301.0,65.66,7524.5,2911.75,1202.9
2018-09-19,26462.0,66.1,7526.5,2915.0,1208.3
2018-09-20,26727.0,65.9,7608.75,2939.5,1211.3
2018-09-21,26754.0,65.64,7550.5,2933.75,1201.3
2018-09-24,26658.0,66.82,7620.5,2934.0,1204.4
2018-09-25,26572.0,67.25,7631.5,2930.0,1205.1
2018-09-26,26472.0,66.94,7626.5,2920.25,1199.1
2018-09-27,26529.0,67.41,7694.25,2928.5,1187.4
2018-09-28,26533.0,68.21,7692.25,2927.5,1196.2
